Stand;Bundesland;Regierungsbezirk;Kreis;AGS;Bezeichnung;PLZ;Gemeinde;Verwaltungssitz;Straße;Abfrage Anschrift_PLZ;Ort;Fläche km2;Einwohner;Männlich;Weiblich;Je km2
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437088;Stadt;88630;Pfullendorf, Stadt;VVG der Stadt Pfullendorf;Am Kirchplatz 1;88630;Pfullendorf;90,56;13109;6687;6422;145
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437100;Stadt;88348;Bad Saulgau, Stadt;Stadt Bad Saulgau;Oberamteistr. 11;88348;Bad Saulgau;97,33;17538;8357;9181;180
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437100;Stadt;88348;Bad Saulgau, Stadt;VVG der Stadt Bad Saulgau;Oberamteistr. 11;88348;Bad Saulgau;97,33;17538;8357;9181;180
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437101;Stadt;72516;Scheer, Stadt;GVV Mengen;Rathaus;88512;Mengen;18,72;2572;1295;1277;137
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437101;Stadt;72516;Scheer, Stadt;Stadt Scheer;Hauptstr. 1;72516;Scheer;18,72;2572;1295;1277;137
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437102;Kreisangehörige Gemeinde;72477;Schwenningen;Gemeinde Schwenningen;Alte Pfarrstr. 9;72477;Schwenningen;19,33;1499;740;759;78
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437102;Kreisangehörige Gemeinde;72477;Schwenningen;VVG der Gemeinde Stetten am kalten Markt;Rathausplatz 1;72510;Stetten am kalten Markt;19,33;1499;740;759;78
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437104;Stadt;72488;Sigmaringen, Stadt;GVV Sigmaringen;Rathaus;72488;Sigmaringen;92,85;16451;8283;8168;177
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437104;Stadt;72488;Sigmaringen, Stadt;Stadt Sigmaringen;Fürst-Wilhelm-Str. 15;72488;Sigmaringen;92,85;16451;8283;8168;177
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437105;Kreisangehörige Gemeinde;72517;Sigmaringendorf;Gemeinde Sigmaringendorf;Hauptstr. 9;72517;Sigmaringendorf;12,47;3718;1859;1859;298
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437105;Kreisangehörige Gemeinde;72517;Sigmaringendorf;GVV Sigmaringen;Rathaus;72488;Sigmaringen;12,47;3718;1859;1859;298
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437107;Kreisangehörige Gemeinde;72510;Stetten am kalten Markt;Gemeinde Stetten am kalten Markt;Rathausplatz 1;72510;Stetten am kalten Markt;56,47;5164;2617;2547;91
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437107;Kreisangehörige Gemeinde;72510;Stetten am kalten Markt;VVG der Gemeinde Stetten am kalten Markt;Rathausplatz 1;72510;Stetten am kalten Markt;56,47;5164;2617;2547;91
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437114;Stadt;72519;Veringenstadt, Stadt;GVV Gammertingen;Hohenzollernstraße 5;72501;Gammertingen;31,25;2257;1144;1113;72
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437114;Stadt;72519;Veringenstadt, Stadt;Stadt Veringenstadt;Im Städtle 116;72519;Veringenstadt;31,25;2257;1144;1113;72
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437118;Kreisangehörige Gemeinde;88639;Wald;Gemeinde Wald;Von-Weckenstein-Str. 19;88639;Wald;43,87;2719;1233;1486;62
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437118;Kreisangehörige Gemeinde;88639;Wald;VVG der Stadt Pfullendorf;Am Kirchplatz 1;88630;Pfullendorf;43,87;2719;1233;1486;62
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437123;Kreisangehörige Gemeinde;88605;Sauldorf;Gemeinde Sauldorf;Hauptstr. 32;88605;Sauldorf;49,72;2514;1263;1251;51
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437123;Kreisangehörige Gemeinde;88605;Sauldorf;VVG der Stadt Meßkirch;Conradin-Kreutzer-Str. 1;88605;Meßkirch;49,72;2514;1263;1251;51
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437124;Kreisangehörige Gemeinde;88634;Herdwangen-Schönach;Gemeinde Herdwangen-Schönach;Dorfstr. 49;88634;Herdwangen-Schönach;36,52;3316;1651;1665;91
31.12.2008;Baden-Württemberg;Reg.-Bez. Tübingen;Sigmaringen;08437124;Kreisangehörige Gemeinde;88634;Herdwangen-Schönach;VVG der Stadt Pfullendorf;Am Kirchplatz 1;88630;Pfullendorf;36,52;3316;1651;1665;91
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Ingolstadt, Stadt;09161000;Kreisfreie Stadt;85049;Ingolstadt, Stadt;Stadt Ingolstadt;;85049;Ingolstadt;133,35;123925;61662;62263;929
31.12.2008;Bayern;Reg.-Bez. Oberbayern;München, Landeshauptstadt;09162000;Kreisfreie Stadt;80331;München, Landeshauptstadt;Stadt München;;80331;München;310,40;1326807;641715;685092;4275
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Rosenheim, Stadt;09163000;Kreisfreie Stadt;83022;Rosenheim, Stadt;Stadt Rosenheim;Postfach 1209;83022;Rosenheim;37,23;60711;29734;30977;1631
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171111;Stadt;84503;Altötting, Stadt;Stadt Altötting;Kapellplatz 2a;84503;Altötting;23,07;12650;5861;6789;548
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171112;Stadt;84489;Burghausen, Stadt;Stadt Burghausen;Postfach 1240;84489;Burghausen;19,80;18155;8861;9294;917
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171113;Kreisangehörige Gemeinde;84508;Burgkirchen a.d.Alz;Gemeinde Burgkirchen a.d.Alz;Max-Planck-Platz 5;84508;Burgkirchen a.d.Alz;46,21;10545;5233;5312;228
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171114;Kreisangehörige Gemeinde;84547;Emmerting;Gemeinde Emmerting;Untere Dorfstr. 3;84547;Emmerting;14,08;4074;2058;2016;289
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171114;Kreisangehörige Gemeinde;84547;Emmerting;Verwaltungsgemeinschaft Emmerting;Untere Dorfstr. 3;84547;Emmerting;14,08;4074;2058;2016;289
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171115;Kreisangehörige Gemeinde;84567;Erlbach;Gemeinde Erlbach;Eggenfeldener Str. 9;84567;Reischach;28,13;1211;602;609;43
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171115;Kreisangehörige Gemeinde;84567;Erlbach;Verwaltungsgemeinschaft Reischach;Eggenfeldener Str. 9;84571;Reischach;28,13;1211;602;609;43
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171116;Kreisangehörige Gemeinde;84550;Feichten a.d.Alz;Gemeinde Feichten a.d.Alz;Hauptstr. 21;84550;Kirchweidach;17,91;1188;609;579;66
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171116;Kreisangehörige Gemeinde;84550;Feichten a.d.Alz;Verwaltungsgemeinschaft Kirchweidach;Hauptstr. 21;84558;Kirchweidach;17,91;1188;609;579;66
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171117;Kreisangehörige Gemeinde;84518;Garching a.d.Alz;Gemeinde Garching a.d.Alz;Postfach 1160;84518;Garching a.d.Alz;25,87;8553;4133;4420;331
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171118;Kreisangehörige Gemeinde;84533;Haiming;Gemeinde Haiming;Hauptstr. 18;84533;Haiming;28,74;2473;1192;1281;86
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171119;Kreisangehörige Gemeinde;84553;Halsbach;Gemeinde Halsbach;Hauptstr. 21;84553;Kirchweidach;22,08;925;493;432;42
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171119;Kreisangehörige Gemeinde;84553;Halsbach;Verwaltungsgemeinschaft Kirchweidach;Hauptstr. 21;84558;Kirchweidach;22,08;925;493;432;42
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171121;Kreisangehörige Gemeinde;84556;Kastl;Gemeinde Kastl;Rathausplatz 1;84556;Unterneukirchen;27,60;2621;1304;1317;95
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171121;Kreisangehörige Gemeinde;84556;Kastl;Verwaltungsgemeinschaft Unterneukirchen;Rathausplatz 1;84579;Unterneukirchen;27,60;2621;1304;1317;95
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171122;Kreisangehörige Gemeinde;84558;Kirchweidach;Gemeinde Kirchweidach;Hauptstr. 21;84558;Kirchweidach;20,16;2283;1182;1101;113
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171122;Kreisangehörige Gemeinde;84558;Kirchweidach;Verwaltungsgemeinschaft Kirchweidach;Hauptstr. 21;84558;Kirchweidach;20,16;2283;1182;1101;113
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171123;Marktgemeinde;84533;Marktl, Markt;Markt Marktl;Postfach 1110;84533;Marktl;27,84;2716;1385;1331;98
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171123;Marktgemeinde;84533;Marktl, Markt;Verwaltungsgemeinschaft Marktl;Marktplatz 1;84533;Marktl;27,84;2716;1385;1331;98
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171124;Kreisangehörige Gemeinde;84561;Mehring;Gemeinde Mehring;Scheibelbergstr. 2;84561;Mehring;23,37;2231;1103;1128;95
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171124;Kreisangehörige Gemeinde;84561;Mehring;Verwaltungsgemeinschaft Emmerting;Untere Dorfstr. 3;84547;Emmerting;23,37;2231;1103;1128;95
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171125;Stadt;84524;Neuötting, Stadt;Stadt Neuötting;Postfach 1107;84524;Neuötting;36,61;8381;3985;4396;229
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171126;Kreisangehörige Gemeinde;84567;Perach;Gemeinde Perach;Eggenfeldener Str. 9;84567;Reischach;14,14;1218;588;630;86
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171126;Kreisangehörige Gemeinde;84567;Perach;Verwaltungsgemeinschaft Reischach;Eggenfeldener Str. 9;84571;Reischach;14,14;1218;588;630;86
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171127;Kreisangehörige Gemeinde;84568;Pleiskirchen;Gemeinde Pleiskirchen;Schulstr. 12;84568;Pleiskirchen;52,63;2347;1202;1145;45
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171129;Kreisangehörige Gemeinde;84571;Reischach;Gemeinde Reischach;Eggenfeldener Str. 9;84571;Reischach;28,45;2606;1280;1326;92
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171129;Kreisangehörige Gemeinde;84571;Reischach;Verwaltungsgemeinschaft Reischach;Eggenfeldener Str. 9;84571;Reischach;28,45;2606;1280;1326;92
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171130;Kreisangehörige Gemeinde;84533;Stammham;Gemeinde Stammham;Postfach 1110;84533;Marktl;5,68;1066;557;509;188
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171130;Kreisangehörige Gemeinde;84533;Stammham;Verwaltungsgemeinschaft Marktl;Marktplatz 1;84533;Marktl;5,68;1066;557;509;188
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171131;Kreisangehörige Gemeinde;84576;Teising;Gemeinde Teising;Hauptstr. 7;84576;Teising;5,38;1893;936;957;352
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171132;Stadt;84513;Töging a.Inn, Stadt;Stadt Töging a.Inn;Postfach 1161;84513;Töging a.Inn;13,65;9212;4391;4821;675
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171133;Marktgemeinde;84577;Tüßling, Markt;Markt Tüßling;Marktplatz 2;84577;Tüßling;19,57;3153;1563;1590;161
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171134;Kreisangehörige Gemeinde;84558;Tyrlaching;Gemeinde Tyrlaching;Hauptstr. 21;84558;Kirchweidach;20,54;995;512;483;48
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171134;Kreisangehörige Gemeinde;84558;Tyrlaching;Verwaltungsgemeinschaft Kirchweidach;Hauptstr. 21;84558;Kirchweidach;20,54;995;512;483;48
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171135;Kreisangehörige Gemeinde;84579;Unterneukirchen;Gemeinde Unterneukirchen;Rathausplatz 1;84579;Unterneukirchen;23,27;2950;1492;1458;127
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171135;Kreisangehörige Gemeinde;84579;Unterneukirchen;Verwaltungsgemeinschaft Unterneukirchen;Rathausplatz 1;84579;Unterneukirchen;23,27;2950;1492;1458;127
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Altötting;09171137;Kreisangehörige Gemeinde;84543;Winhöring;Gemeinde Winhöring;Postfach 1151;84543;Winhöring;24,58;4736;2298;2438;193
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Berchtesgadener Land;09172111;Kreisangehörige Gemeinde;83404;Ainring;Gemeinde Ainring;Salzburger Str. 48;83404;Ainring;32,97;9907;4843;5064;300
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Berchtesgadener Land;09172112;Kreisangehörige Gemeinde;83454;Anger;Gemeinde Anger;Dorfplatz 4;83454;Anger;45,91;4245;2154;2091;92
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Berchtesgadener Land;09172114;Große Kreisstadt;83435;Bad Reichenhall, Stadt;Große Kreisstadt Bad Reichenhall;Postfach 1164;83435;Bad Reichenhall;39,44;17373;7929;9444;440
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Berchtesgadener Land;09172115;Kreisangehörige Gemeinde;83457;Bayerisch Gmain;Gemeinde Bayerisch Gmain;Großgmainer Str. 12;83457;Bayerisch Gmain;11,40;2976;1436;1540;261
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Berchtesgadener Land;09172116;Marktgemeinde;83471;Berchtesgaden, Markt;Markt Berchtesgaden;Postfach 1152;83471;Berchtesgaden;34,77;7662;3670;3992;220
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Berchtesgadener Land;09172117;Kreisangehörige Gemeinde;83483;Bischofswiesen;Gemeinde Bischofswiesen;Postfach 1142;83483;Bischofswiesen;34,46;7467;3547;3920;217
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Berchtesgadener Land;09172118;Stadt;83395;Freilassing, Stadt;Stadt Freilassing;Postfach 1620;83395;Freilassing;14,82;15829;7659;8170;1068
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Berchtesgadener Land;09172122;Stadt;83410;Laufen, Stadt;Stadt Laufen;Rathausplatz 1;83410;Laufen;35,31;6591;3282;3309;187
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Berchtesgadener Land;09172124;Marktgemeinde;83487;Marktschellenberg, Markt;Markt Marktschellenberg;Salzburger Str. 2;83487;Marktschellenberg;17,66;1823;925;898;103
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Berchtesgadener Land;09172128;Kreisangehörige Gemeinde;83451;Piding;Gemeinde Piding;Postfach 1263;83451;Piding;17,55;5351;2602;2749;305
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Berchtesgadener Land;09172129;Kreisangehörige Gemeinde;83486;Ramsau b.Berchtesgaden;Gemeinde Ramsau b.Berchtesgaden;Im Tal 2;83486;Ramsau b.Berchtesgaden;129,18;1791;889;902;14
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Berchtesgadener Land;09172130;Kreisangehörige Gemeinde;83416;Saaldorf-Surheim;Gemeinde Saaldorf-Surheim;Moosweg 2;83416;Saaldorf-Surheim;39,10;5258;2623;2635;134
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Berchtesgadener Land;09172131;Kreisangehörige Gemeinde;83458;Schneizlreuth;Gemeinde Schneizlreuth;Hs.-Nr. 5;83458;Schneizlreuth;97,63;1423;712;711;15
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Berchtesgadener Land;09172132;Kreisangehörige Gemeinde;83471;Schönau a.Königssee;Gemeinde Schönau a.Königssee;Rathausplatz 1;83471;Schönau a.Königssee;131,68;5299;2602;2697;40
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Berchtesgadener Land;09172134;Marktgemeinde;83317;Teisendorf, Markt;Markt Teisendorf;Postfach 1230;83317;Teisendorf;86,77;9167;4565;4602;106
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173111;Kreisangehörige Gemeinde;83670;Bad Heilbrunn;Gemeinde Bad Heilbrunn;Postfach 88;83670;Bad Heilbrunn;40,32;3755;1841;1914;93
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173112;Stadt;83646;Bad Tölz, Stadt;Stadt Bad Tölz;Postfach 1140;83646;Bad Tölz;30,80;17652;8284;9368;573
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173113;Kreisangehörige Gemeinde;83671;Benediktbeuern;Gemeinde Benediktbeuern;Prälatenstrasse 7;83671;Benediktbeuern;37,86;3528;1669;1859;93
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173113;Kreisangehörige Gemeinde;83671;Benediktbeuern;Verwaltungsgemeinschaft Benediktbeuern;Prälatenstr. 7;83671;Benediktbeuern;37,86;3528;1669;1859;93
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173115;Kreisangehörige Gemeinde;83673;Bichl;Gemeinde Bichl;Prälatenstrasse 7;83673;Benediktbeuern;13,92;2094;1044;1050;150
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173115;Kreisangehörige Gemeinde;83673;Bichl;Verwaltungsgemeinschaft Benediktbeuern;Prälatenstr. 7;83671;Benediktbeuern;13,92;2094;1044;1050;150
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173118;Kreisangehörige Gemeinde;83623;Dietramszell;Gemeinde Dietramszell;Postfach 20;83623;Dietramszell;96,82;5302;2710;2592;55
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173120;Kreisangehörige Gemeinde;82544;Egling;Gemeinde Egling;Münchner Str. 2;82544;Egling;74,06;5228;2640;2588;71
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173123;Kreisangehörige Gemeinde;82547;Eurasburg;Gemeinde Eurasburg;Beuerberger Str. 10;82547;Eurasburg;40,90;4232;2134;2098;103
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173124;Kreisangehörige Gemeinde;83674;Gaißach;Gemeinde Gaißach;Bahnhofstr. 8;83674;Gaißach;38,55;2970;1502;1468;77
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173126;Stadt;82538;Geretsried, Stadt;Stadt Geretsried;Postfach 1225;82538;Geretsried;24,59;23338;11452;11886;949
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173127;Kreisangehörige Gemeinde;83677;Greiling;Gemeinde Greiling;Postfach 1145;83677;Reichersbeuern;7,65;1421;673;748;186
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173127;Kreisangehörige Gemeinde;83677;Greiling;Verwaltungsgemeinschaft Reichersbeuern;Tölzer Str. 12;83677;Reichersbeuern;7,65;1421;673;748;186
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173130;Kreisangehörige Gemeinde;82057;Icking;Gemeinde Icking;Postfach 40;82057;Icking;16,99;3600;1795;1805;212
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173131;Kreisangehörige Gemeinde;83676;Jachenau;Gemeinde Jachenau;Dorf 51 1/2;83676;Jachenau;128,63;871;431;440;7
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173133;Kreisangehörige Gemeinde;82431;Kochel a.See;Gemeinde Kochel a.See;Kalmbachstr. 11;82431;Kochel a.See;80,12;4129;2012;2117;52
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173133;Kreisangehörige Gemeinde;82431;Kochel a.See;Verwaltungsgemeinschaft Kochel a.See;Kalmbachstr. 11;82431;Kochel a.See;80,12;4129;2012;2117;52
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173134;Kreisangehörige Gemeinde;82549;Königsdorf;Gemeinde Königsdorf;Hauptstraße 54;82549;Königsdorf;45,68;2909;1418;1491;64
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173135;Kreisangehörige Gemeinde;83661;Lenggries;Gemeinde Lenggries;Postfach 1460;83661;Lenggries;242,88;9688;4650;5038;40
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173137;Kreisangehörige Gemeinde;82541;Münsing;Gemeinde Münsing;Weipertshausener Str. 5;82541;Münsing;52,19;4119;2041;2078;79
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173140;Kreisangehörige Gemeinde;83677;Reichersbeuern;Gemeinde Reichersbeuern;Postfach 1145;83677;Reichersbeuern;15,41;2225;1060;1165;144
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173140;Kreisangehörige Gemeinde;83677;Reichersbeuern;Verwaltungsgemeinschaft Reichersbeuern;Tölzer Str. 12;83677;Reichersbeuern;15,41;2225;1060;1165;144
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173141;Kreisangehörige Gemeinde;83679;Sachsenkam;Gemeinde Sachsenkam;Postfach 1145;83679;Reichersbeuern;15,93;1243;604;639;78
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173141;Kreisangehörige Gemeinde;83679;Sachsenkam;Verwaltungsgemeinschaft Reichersbeuern;Tölzer Str. 12;83677;Reichersbeuern;15,93;1243;604;639;78
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173142;Kreisangehörige Gemeinde;82444;Schlehdorf;Gemeinde Schlehdorf;Kalmbachstr. 11;82444;Kochel a.See;25,39;1217;570;647;48
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173142;Kreisangehörige Gemeinde;82444;Schlehdorf;Verwaltungsgemeinschaft Kochel a.See;Kalmbachstr. 11;82431;Kochel a.See;25,39;1217;570;647;48
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173145;Kreisangehörige Gemeinde;83646;Wackersberg;Gemeinde Wackersberg;Bachstr. 8;83646;Wackersberg;64,83;3599;1784;1815;56
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Bad Tölz-Wolfratshausen;09173147;Stadt;82515;Wolfratshausen, Stadt;Stadt Wolfratshausen;Postfach 1460;82515;Wolfratshausen;9,13;17749;8544;9205;1944
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Dachau;09174111;Marktgemeinde;85250;Altomünster, Markt;Markt Altomünster;St. Altohof 1;85250;Altomünster;75,70;7335;3653;3682;97
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Dachau;09174113;Kreisangehörige Gemeinde;85232;Bergkirchen;Gemeinde Bergkirchen;Postfach 8;85232;Bergkirchen;59,97;7153;3571;3582;119
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Dachau;09174115;Große Kreisstadt;85221;Dachau, Stadt;Große Kreisstadt Dachau;Postfach 1869;85221;Dachau;34,95;41678;20126;21552;1193
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Dachau;09174118;Kreisangehörige Gemeinde;85253;Erdweg;Gemeinde Erdweg;Rathausplatz 1;85253;Erdweg;36,04;5505;2768;2737;153
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Dachau;09174121;Kreisangehörige Gemeinde;85778;Haimhausen;Gemeinde Haimhausen;Hauptstr. 15;85778;Haimhausen;26,82;4754;2369;2385;177
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Dachau;09174122;Kreisangehörige Gemeinde;85241;Hebertshausen;Gemeinde Hebertshausen;Postfach;85241;Hebertshausen;29,57;5194;2573;2621;176
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Dachau;09174126;Kreisangehörige Gemeinde;85757;Karlsfeld;Gemeinde Karlsfeld;Postfach 1220;85757;Karlsfeld;15,61;18184;9075;9109;1165
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Dachau;09174131;Marktgemeinde;85229;Markt Indersdorf, Markt;Markt Markt Indersdorf;Postfach;85229;Markt Indersdorf;68,42;9322;4655;4667;136
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Dachau;09174135;Kreisangehörige Gemeinde;85235;Odelzhausen;Gemeinde Odelzhausen;Postfach 3;85235;Odelzhausen;30,48;4228;2124;2104;139
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Dachau;09174135;Kreisangehörige Gemeinde;85235;Odelzhausen;Verwaltungsgemeinschaft Odelzhausen;Schulstr. 14;85235;Odelzhausen;30,48;4228;2124;2104;139
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Dachau;09174136;Kreisangehörige Gemeinde;85238;Petershausen;Gemeinde Petershausen;Bürgermeister-Rädler-Str. 3;85238;Petershausen;32,79;6030;2928;3102;184
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Dachau;09174137;Kreisangehörige Gemeinde;85235;Pfaffenhofen a.d.Glonn;Gemeinde Pfaffenhofen a.d.Glonn;Postfach 3;85235;Odelzhausen;20,90;1794;928;866;86
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Dachau;09174137;Kreisangehörige Gemeinde;85235;Pfaffenhofen a.d.Glonn;Verwaltungsgemeinschaft Odelzhausen;Schulstr. 14;85235;Odelzhausen;20,90;1794;928;866;86
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Dachau;09174141;Kreisangehörige Gemeinde;85244;Röhrmoos;Gemeinde Röhrmoos;Rathausplatz 1;85244;Röhrmoos;31,75;6341;3155;3186;200
31.12.2008;Bayern;Reg.-Bez. Oberbayern;Dachau;09174143;Kreisangehörige Gemeinde;85247;Schwabhausen;Gemeinde Schwabhausen;Münchener Straße 12;85247;Schwabhausen;30,23;6082;3046;3036;201
